gene_id,symbol,gene_name,log2_fold_change,logCPM,LR,PValue,FDR,entrezgene_id
ENSCAFG00845023647,MCTS1,,1.752478384,5.651854642,100.7435246,1.05E-23,3.39E-22,481038
ENSCAFG00845025832,RGS18,regulator of G protein signaling 18 [Source:HGNC Symbol;Acc:HGNC:14261],2.037314918,9.936031972,100.4356922,1.22E-23,3.93E-22,607858
ENSCAFG00845028191,MAIP1,matrix AAA peptidase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26198],2.054505249,4.477243196,100.4303289,1.23E-23,3.93E-22,488463
ENSCAFG00845021235,SAP18,Sin3A associated protein 18 [Source:NCBI gene (formerly Entrezgene);Acc:609404],1.619717392,6.390923053,100.4020064,1.24E-23,3.98E-22,609404
ENSCAFG00845018708,COX5A,cytochrome c oxidase subunit Va [Source:NCBI gene (formerly Entrezgene);Acc:478370],1.657458436,6.630419747,100.2692868,1.33E-23,4.24E-22,478370
ENSCAFG00845030572,TIMP1,TIMP metallopeptidase inhibitor 1 [Source:NCBI gene (formerly Entrezgene);Acc:403816],2.252911954,9.107321504,99.43234091,2.03E-23,6.42E-22,403816
ENSCAFG00845019483,SNRPN,small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164],1.240023135,6.819023934,99.01034191,2.51E-23,7.93E-22,479012
ENSCAFG00845001007,RPL18,ribosomal protein L18 [Source:NCBI gene (formerly Entrezgene);Acc:476422],1.862240369,10.91885657,98.95018132,2.59E-23,8.16E-22,476422
ENSCAFG00845018589,CSTB,cystatin B [Source:HGNC Symbol;Acc:HGNC:2482],2.021231979,7.200454603,98.94071979,2.60E-23,8.18E-22,119867084
ENSCAFG00845009133,NACA,nascent polypeptide associated complex subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:474408],1.409257214,8.341155077,98.48062637,3.28E-23,1.03E-21,474408
ENSCAFG00845017057,IL2RG,interleukin 2 receptor subunit gamma [Source:NCBI gene (formerly Entrezgene);Acc:403851],1.893930197,8.426316303,98.37699232,3.46E-23,1.08E-21,403851
ENSCAFG00845003578,PSME3IP1,proteasome activator subunit 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29856],1.379730827,6.597014389,98.27815978,3.64E-23,1.13E-21,478114
ENSCAFG00845019026,MDH1,,1.38072399,7.496602186,98.19445855,3.79E-23,1.18E-21,474614
ENSCAFG00845015140,NME1,"non-metastatic cells 1, protein (NM23A) expressed in [Source:NCBI gene (formerly Entrezgene);Acc:480558]",2.067137449,7.303034558,97.73362795,4.79E-23,1.48E-21,480558
ENSCAFG00845024576,SAP30BP,SAP30 binding protein [Source:HGNC Symbol;Acc:HGNC:30785],1.392156016,5.809201449,97.64826388,5.00E-23,1.54E-21,608519
ENSCAFG00845001823,FKBP3,,1.992470838,5.26542976,97.35908079,5.78E-23,1.78E-21,480306
ENSCAFG00845026765,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]",1.580703125,6.465600525,97.30807511,5.93E-23,1.83E-21,477264
ENSCAFG00845008397,FLI1,"Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]",1.29068449,8.321385956,97.21364526,6.22E-23,1.91E-21,489286
ENSCAFG00845000934,DEDD2,death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450],1.899479602,8.07196714,97.02627362,6.84E-23,2.09E-21,613012
ENSCAFG00845017782,FBXO8,F-box protein 8 [Source:HGNC Symbol;Acc:HGNC:13587],2.200754607,4.541525099,96.67638312,8.16E-23,2.48E-21,477359
ENSCAFG00845014039,CKS1B,CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083],1.671944729,5.563933803,96.5358185,8.76E-23,2.65E-21,612237
ENSCAFG00845026282,SERF2,small EDRK-rich factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:478280],1.558052828,9.108561571,96.05708059,1.12E-22,3.36E-21,478280
ENSCAFG00845012618,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714],1.385398417,6.531006089,95.79174668,1.28E-22,3.84E-21,476754
ENSCAFG00845006341,PPBP,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7) [Source:NCBI gene (formerly Entrezgene);Acc:482196],2.526787084,12.02139764,95.78005127,1.28E-22,3.85E-21,482196
ENSCAFG00845030788,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1 [Source:NCBI gene (formerly Entrezgene);Acc:611228]",1.448613106,6.376049482,95.74487812,1.31E-22,3.90E-21,611228
ENSCAFG00845022609,GNAI2,G protein subunit alpha i2 [Source:NCBI gene (formerly Entrezgene);Acc:442957],1.384937339,10.68394148,95.67518824,1.35E-22,4.03E-21,442957
ENSCAFG00845030106,SLC25A1,solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979],1.793269488,6.380792551,95.28211568,1.65E-22,4.89E-21,608348
ENSCAFG00845009240,GSTP1,glutathione S-transferase pi 1 [Source:NCBI gene (formerly Entrezgene);Acc:476005],2.756184313,5.916811823,95.03502627,1.87E-22,5.52E-21,476005
ENSCAFG00845029303,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918],1.611606015,5.606201109,94.86633764,2.04E-22,6.00E-21,476631
ENSCAFG00845027993,ATP6V0B,ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861],1.695302219,9.008992452,94.58595119,2.35E-22,6.90E-21,482528
ENSCAFG00845014707,,,1.403798718,6.22283382,94.32504094,2.68E-22,7.84E-21,480134
ENSCAFG00845002384,TMEM147,transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414],1.671732602,7.041004225,94.28880334,2.73E-22,7.96E-21,476482
ENSCAFG00845020361,MED19,mediator complex subunit 19 [Source:HGNC Symbol;Acc:HGNC:29600],1.776743325,5.514375157,94.02743049,3.11E-22,9.05E-21,612925
ENSCAFG00845010188,INCENP,inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058],1.799194553,7.369544899,93.90982991,3.30E-22,9.56E-21,483790
ENSCAFG00845027416,PARK7,Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369],1.379268754,6.40998441,93.25025641,4.61E-22,1.33E-20,479595
ENSCAFG00845000744,BCAT2,branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977],1.774630129,6.259002781,93.08055551,5.02E-22,1.44E-20,484394
ENSCAFG00845013454,OS9,OS9 endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:HGNC:16994],1.300100065,8.559238271,92.84004347,5.67E-22,1.62E-20,474419
ENSCAFG00845028307,FCRLA,Fc receptor like A [Source:HGNC Symbol;Acc:HGNC:18504],2.44203094,6.624978001,92.54737395,6.57E-22,1.88E-20,488658
ENSCAFG00845016051,CDK5RAP3,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673],1.493296535,5.861452029,92.45079123,6.90E-22,1.96E-20,480541
ENSCAFG00845011781,KDELR2,KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305],1.465498993,7.063714536,92.45004955,6.90E-22,1.96E-20,612839
ENSCAFG00845014183,VAMP8,,1.593202742,7.679688332,92.39118353,7.11E-22,2.02E-20,609784
ENSCAFG00845005472,,,1.288769741,7.036590183,92.24113393,7.67E-22,2.17E-20,480217
ENSCAFG00845022235,SIRT5,sirtuin 5 [Source:NCBI gene (formerly Entrezgene);Acc:478726],1.122564863,6.350938045,92.14193631,8.07E-22,2.28E-20,478727
ENSCAFG00845013630,GRHPR,glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570],1.588027751,5.40619765,92.10826548,8.21E-22,2.31E-20,612041
ENSCAFG00845013840,CDK4,,1.527951824,7.080454276,92.04203969,8.49E-22,2.39E-20,481131
ENSCAFG00845000796,CDC42,,1.149005331,9.442070445,91.87955031,9.21E-22,2.59E-20,119863888
ENSCAFG00845030973,SLC35A2,solute carrier family 35 member A2 [Source:NCBI gene (formerly Entrezgene);Acc:403595],1.327741183,6.578015994,91.83641488,9.41E-22,2.64E-20,480908
ENSCAFG00845021403,RNF113A,,1.743169878,5.580472995,91.42017201,1.16E-21,3.24E-20,100855580
ENSCAFG00845013163,DPP3,dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008],1.548050527,6.123914951,91.31586336,1.22E-21,3.41E-20,476011
ENSCAFG00845010305,DDX39B,DExD-box helicase 39B [Source:NCBI gene (formerly Entrezgene);Acc:474839],1.448796688,7.904235449,91.28321744,1.25E-21,3.46E-20,474839
ENSCAFG00845023654,MPDU1,mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207],1.427678695,6.290235535,91.10823971,1.36E-21,3.77E-20,489477
ENSCAFG00845030186,OASL,,1.825960357,5.988229286,90.98352566,1.45E-21,4.01E-20,477518
ENSCAFG00845026305,CTSC,cathepsin C [Source:NCBI gene (formerly Entrezgene);Acc:403458],1.852475703,9.249997302,90.80732406,1.58E-21,4.36E-20,403458
ENSCAFG00845012471,HIGD2A,,1.696355299,5.396356685,90.72863248,1.65E-21,4.53E-20,479281
ENSCAFG00845023581,CD68,CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693],1.973294201,8.352224135,90.69537747,1.68E-21,4.60E-20,111095877
ENSCAFG00845004722,MPC1,mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606],1.415224155,5.453914887,90.68880364,1.68E-21,4.61E-20,609356
ENSCAFG00845002253,NOP53,NOP53 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:4333],1.389128038,9.546096113,90.58682926,1.77E-21,4.84E-20,476424
ENSCAFG00845029371,RTF2,replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890],1.413490228,6.512080407,90.55451579,1.80E-21,4.91E-20,610221
ENSCAFG00845022992,PSMB1,,1.362039245,7.562139363,90.51545889,1.84E-21,5.00E-20,475040
ENSCAFG00845001724,CD79A,CD79a molecule [Source:NCBI gene (formerly Entrezgene);Acc:484483],1.970326046,8.063671503,90.46501125,1.88E-21,5.11E-20,484483
ENSCAFG00845001268,TCF25,transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181],1.28272646,7.755636066,90.42861592,1.92E-21,5.20E-20,608053
ENSCAFG00845028263,MANBAL,mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799],1.466315546,5.857586773,90.36419153,1.98E-21,5.35E-20,610351
ENSCAFG00845000818,CELF2,CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550],1.192941241,7.416861928,90.34429875,2.00E-21,5.39E-20,607310
ENSCAFG00845000526,DHDH,dihydrodiol dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:403786],2.962956163,3.626398548,90.29506888,2.05E-21,5.52E-20,403786
ENSCAFG00845008299,CCR10,C-C motif chemokine receptor 10 [Source:HGNC Symbol;Acc:HGNC:4474],2.633293011,6.606203168,90.18697452,2.17E-21,5.81E-20,607528
ENSCAFG00845030275,SLAMF7,SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394],2.666804877,7.239196186,89.58866192,2.93E-21,7.85E-20,609992
ENSCAFG00845000367,TBCB,tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989],1.932769314,6.330321743,89.37600164,3.26E-21,8.69E-20,476475
ENSCAFG00845022930,UBL5,,1.820606097,7.652956974,89.36921595,3.28E-21,8.70E-20,611310
ENSCAFG00845003432,SPAG7,sperm associated antigen 7 [Source:HGNC Symbol;Acc:HGNC:11216],1.441110843,7.170125798,89.29834548,3.40E-21,9.00E-20,479468
ENSCAFG00845012696,MRPL27,mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483],1.725321766,5.640375374,89.2414396,3.49E-21,9.25E-20,491078
ENSCAFG00845030127,ESS2,ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817],1.516820706,5.312885622,88.95408048,4.04E-21,1.07E-19,486425
ENSCAFG00845015256,TMEM59,transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239],1.114381546,7.666418994,88.89391753,4.17E-21,1.10E-19,479561
ENSCAFG00845024839,,,1.765003358,7.216608525,88.88374095,4.19E-21,1.10E-19,119877026
ENSCAFG00845015829,,,1.209762234,9.542975891,88.79642132,4.38E-21,1.15E-19,488622
ENSCAFG00845017097,RNASEK,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911],1.585650113,7.301345555,88.70039498,4.59E-21,1.20E-19,607349
ENSCAFG00845026554,RENBP,,2.062333131,7.273666,88.58981981,4.86E-21,1.27E-19,612532
ENSCAFG00845018613,DLA-DMA,"major histocompatibility complex, class II, DM alpha [Source:NCBI gene (formerly Entrezgene);Acc:481732]",2.02926089,8.141282759,88.51412158,5.05E-21,1.31E-19,481732
ENSCAFG00845027632,ARL2,,1.858965434,5.906531033,88.41238648,5.31E-21,1.38E-19,483753
ENSCAFG00845029059,QARS1,glutaminyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9751],1.251527366,8.033106473,88.33396278,5.53E-21,1.43E-19,476628
ENSCAFG00845017781,,,2.08631269,7.599813912,88.31751409,5.57E-21,1.44E-19,100856137
ENSCAFG00845016683,APH1A,"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]",1.211193526,6.826059486,88.08086704,6.28E-21,1.62E-19,100855839
ENSCAFG00845018647,UBALD2,UBA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28438],1.738908224,8.629940543,87.87973306,6.96E-21,1.79E-19,609407
ENSCAFG00845029467,UBE2F,ubiquitin conjugating enzyme E2 F (putative) [Source:HGNC Symbol;Acc:HGNC:12480],1.451665598,5.901507121,87.7736389,7.34E-21,1.88E-19,477421
ENSCAFG00845018922,,,2.581609993,3.403316071,87.75737221,7.40E-21,1.89E-19,111091116
ENSCAFG00845031000,PQBP1,polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330],1.144916113,6.48305344,87.66737507,7.74E-21,1.98E-19,480909
ENSCAFG00845013815,RAB1B,,1.311263584,7.981565049,87.6313123,7.89E-21,2.01E-19,610762
ENSCAFG00845000679,HCST,hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:HGNC:16977],2.867882829,4.771855207,87.58788419,8.06E-21,2.05E-19,612627
ENSCAFG00845030354,YAF2,YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363],1.61655381,5.646142316,87.44843477,8.65E-21,2.19E-19,609790
ENSCAFG00845020822,EEF1B2,,1.354599855,9.397124291,87.26736892,9.48E-21,2.39E-19,478881
ENSCAFG00845015478,GCDH,glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189],1.636800217,5.423504514,87.24262908,9.60E-21,2.42E-19,476696
ENSCAFG00845002178,,,2.207564166,4.376056238,87.21587075,9.73E-21,2.45E-19,100688177
ENSCAFG00845015945,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide [Source:NCBI gene (formerly Entrezgene);Acc:480178],1.705259189,5.988901338,86.9282795,1.13E-20,2.81E-19,480178
ENSCAFG00845029842,TUBA4A,tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407],1.933692658,8.135857605,86.83190038,1.18E-20,2.95E-19,478918
ENSCAFG00845002179,HARS1,,1.634988237,6.267196675,86.79792425,1.20E-20,2.99E-19,478034
ENSCAFG00845002285,,,2.028177893,8.73395359,86.43401417,1.44E-20,3.58E-19,479809
ENSCAFG00845025375,SSR4,signal sequence receptor subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:481082],1.597875563,8.72477002,86.28619401,1.56E-20,3.85E-19,481082
ENSCAFG00845030798,PORCN,,1.614523939,5.720542692,86.11336965,1.70E-20,4.19E-19,609430
ENSCAFG00845015138,BSG,,1.47132489,7.637946908,86.00806441,1.79E-20,4.41E-19,476758
ENSCAFG00845016058,CCND3,cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585],1.468990064,8.508207977,85.91529126,1.88E-20,4.60E-19,608847
ENSCAFG00845012541,DCTN6,dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964],1.599821956,5.386452527,85.9144885,1.88E-20,4.60E-19,475600
ENSCAFG00845005627,PYM1,"PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]",1.599798721,5.371046462,85.78628115,2.00E-20,4.87E-19,481101
ENSCAFG00845002270,RPL36AL,ribosomal protein L36a like [Source:NCBI gene (formerly Entrezgene);Acc:480311],1.397308708,7.875777252,85.60474577,2.20E-20,5.31E-19,480311
ENSCAFG00845029827,DYNLL1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476],2.515848258,3.776349256,85.4048705,2.43E-20,5.86E-19,609233
ENSCAFG00845029795,SRSF9,serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791],1.368585262,7.107599315,85.35176544,2.50E-20,6.01E-19,477510
ENSCAFG00845019152,,,1.71164323,8.507260637,84.57069348,3.71E-20,8.85E-19,106559222
ENSCAFG00845024064,ITGB1BP1,integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927],1.377428929,5.941014034,84.53958479,3.77E-20,8.98E-19,100856378
ENSCAFG00845003933,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585],1.479829001,4.971746516,84.52060101,3.80E-20,9.05E-19,478122
ENSCAFG00845013932,CEL,general transcription factor IIIC subunit 5 [Source:HGNC Symbol;Acc:HGNC:4668],1.517713379,6.16262338,84.43277288,3.98E-20,9.44E-19,491280
ENSCAFG00845017879,TAP2,"major histocompatibility complex, class II, DO beta [Source:NCBI gene (formerly Entrezgene);Acc:607786]",1.68093563,8.375529754,84.37237216,4.10E-20,9.72E-19,607786
ENSCAFG00845020005,RPS4X,ribosomal protein S4 X-linked [Source:NCBI gene (formerly Entrezgene);Acc:403893],1.43004113,11.2995336,84.21953815,4.43E-20,1.05E-18,403893
ENSCAFG00845026044,CSTF3,cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485],1.365951394,5.744172555,84.1697885,4.54E-20,1.07E-18,475948
ENSCAFG00845026232,MRPL49,mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176],1.732098496,6.592311851,84.16807623,4.54E-20,1.07E-18,483747
ENSCAFG00845024508,RIDA,reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897],2.063457769,5.175796407,84.12546499,4.64E-20,1.09E-18,475043
ENSCAFG00845016061,SNU13,,1.229017763,6.876721175,83.99420636,4.96E-20,1.17E-18,474484
ENSCAFG00845016780,SNRPB,,1.331461596,7.231635989,83.94242979,5.09E-20,1.19E-18,485806
ENSCAFG00845029755,LCN2,lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526],3.766884795,4.790818259,83.86957719,5.29E-20,1.23E-18,491320
ENSCAFG00845023256,#N/A,#N/A,1.961384524,4.984159594,83.79601796,5.49E-20,1.28E-18,#N/A
ENSCAFG00845007858,S100P,S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504],2.638509613,8.959651446,83.71211816,5.72E-20,1.33E-18,610295
ENSCAFG00845005956,ZNF296,zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981],1.489024776,5.547887819,83.64898488,5.91E-20,1.37E-18,484453
ENSCAFG00845006009,RTN3,reticulon 3 [Source:NCBI gene (formerly Entrezgene);Acc:476043],1.300910116,8.769323408,83.60186256,6.05E-20,1.40E-18,476043
ENSCAFG00845002356,AGPAT4,,2.042734688,5.853900912,83.56158391,6.18E-20,1.43E-18,612306
ENSCAFG00845027536,CLEC12A,C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713],3.30627896,6.936437599,83.38951534,6.74E-20,1.55E-18,477697
ENSCAFG00845024246,UROD,uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:HGNC:12591],1.792566843,6.20560516,83.03595025,8.06E-20,1.85E-18,475378
ENSCAFG00845000375,CASP4,"caspase 4, apoptosis-related cysteine peptidase [Source:NCBI gene (formerly Entrezgene);Acc:403724]",2.176494138,8.154894423,82.9662922,8.35E-20,1.90E-18,403724
ENSCAFG00845002509,LAMTOR4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:HGNC Symbol;Acc:HGNC:33772]",1.902492539,7.078283202,82.87642557,8.73E-20,1.99E-18,479736
ENSCAFG00845007508,#N/A,#N/A,3.037529352,3.526601369,82.80162252,9.07E-20,2.06E-18,#N/A
ENSCAFG00845007821,DHX15,DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738],1.272757912,7.582350313,82.56455898,1.02E-19,2.31E-18,488856
ENSCAFG00845017343,#N/A,#N/A,2.164196392,5.87435543,82.54575292,1.03E-19,2.32E-18,#N/A
ENSCAFG00845021078,HIGD1A,,2.030850043,6.55003746,82.51778369,1.05E-19,2.35E-18,477037
ENSCAFG00845027186,CTDSP1,CTD small phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:21614],1.154843541,7.862749772,82.48195303,1.07E-19,2.39E-18,100856365
ENSCAFG00845000649,TYROBP,transmembrane immune signaling adaptor TYROBP [Source:NCBI gene (formerly Entrezgene);Acc:476477],2.077600338,9.536762868,82.31426162,1.16E-19,2.59E-18,476477
ENSCAFG00845010671,CIAO2B,cytosolic iron-sulfur assembly component 2B [Source:HGNC Symbol;Acc:HGNC:24261],1.443060911,5.661948573,82.29874891,1.17E-19,2.61E-18,611301
ENSCAFG00845023709,IER5L,immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679],2.779611271,6.928000114,81.7741219,1.53E-19,3.38E-18,491302
ENSCAFG00845026107,PTPN6,protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658],1.141945896,9.335713315,81.73277517,1.56E-19,3.45E-18,486717
ENSCAFG00845003901,RCC2,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297],1.35177582,7.106224866,81.54127262,1.72E-19,3.78E-18,487412
ENSCAFG00845001371,STX8,syntaxin 8 [Source:HGNC Symbol;Acc:HGNC:11443],1.659400163,5.406052058,81.50127838,1.75E-19,3.86E-18,479499
ENSCAFG00845015977,BYSL,bystin like [Source:HGNC Symbol;Acc:HGNC:1157],1.361746618,5.387152691,81.43553072,1.81E-19,3.98E-18,474900
ENSCAFG00845016676,JOSD2,Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853],2.14770237,4.168860503,81.30365428,1.94E-19,4.25E-18,611845
ENSCAFG00845003884,PRPF31,pre-mRNA processing factor 31 [Source:NCBI gene (formerly Entrezgene);Acc:476389],1.21834319,6.461970515,80.9801828,2.28E-19,4.98E-18,476389
ENSCAFG00845000040,ANXA1,annexin A1 [Source:NCBI gene (formerly Entrezgene);Acc:476322],2.240648858,10.38961116,80.87848455,2.40E-19,5.23E-18,476322
ENSCAFG00845015697,CIR1,"corepressor interacting with RBPJ, CIR1 [Source:HGNC Symbol;Acc:HGNC:24217]",1.369183959,5.875126518,80.7755142,2.53E-19,5.50E-18,478804
ENSCAFG00845028956,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378],1.630040317,6.92306574,80.42877485,3.01E-19,6.53E-18,486295
ENSCAFG00845016154,DYNLRB1,dynein light chain roadblock-type 1 [Source:NCBI gene (formerly Entrezgene);Acc:477200],1.139206053,6.237242259,80.37059439,3.10E-19,6.70E-18,477201
ENSCAFG00845018936,EIF6,eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159],1.149323769,7.288167739,80.35819296,3.12E-19,6.73E-18,477210
ENSCAFG00845030621,PEX19,peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713],1.330549754,6.120847192,79.96165006,3.82E-19,8.20E-18,478972
ENSCAFG00845025758,UBE2L3,,1.563890662,7.711218124,79.89435235,3.95E-19,8.47E-18,477572
ENSCAFG00845004348,FH,fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700],1.626253981,6.697761924,79.86145723,4.02E-19,8.60E-18,480092
ENSCAFG00845009460,,,1.625375073,6.274063865,79.77893457,4.19E-19,8.94E-18,100686984
ENSCAFG00845011756,LMNB2,lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638],1.58920102,6.65581593,79.77840934,4.19E-19,8.94E-18,485070
ENSCAFG00845003520,CYBA,cytochrome b-245 alpha chain [Source:NCBI gene (formerly Entrezgene);Acc:489664],1.537793296,9.330450427,79.65254353,4.46E-19,9.51E-18,489664
ENSCAFG00845000158,#N/A,#N/A,1.899466986,7.599150683,79.57281048,4.65E-19,9.89E-18,#N/A
ENSCAFG00845029048,NAA20,,1.367648921,6.210646911,79.46073214,4.92E-19,1.04E-17,477138
ENSCAFG00845013963,TMEM50A,transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590],1.469580062,7.087787865,79.39520612,5.08E-19,1.07E-17,478181
ENSCAFG00845023253,FAM162A,family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865],1.981824387,4.778345013,79.38539745,5.11E-19,1.08E-17,478584
ENSCAFG00845017825,PRPS1,phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462],1.479747187,6.246836109,79.33802139,5.23E-19,1.10E-17,481011
ENSCAFG00845028259,FUNDC1,FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746],2.221250226,4.937684874,78.93156658,6.43E-19,1.34E-17,491842
ENSCAFG00845023833,PSPC1,paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320],1.623776198,6.095833043,78.91640488,6.48E-19,1.35E-17,477347
ENSCAFG00845026509,HYPK,huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418],1.437527849,5.298079212,78.89353421,6.55E-19,1.37E-17,487528
ENSCAFG00845029653,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18828],1.62421456,4.426849255,78.84040315,6.73E-19,1.40E-17,487505
ENSCAFG00845024724,RPL37A,,1.355123372,9.265872435,78.66234442,7.37E-19,1.52E-17,478904
ENSCAFG00845012855,DPY30,dpy-30 histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590],1.515655081,5.656257478,78.65127728,7.41E-19,1.53E-17,475715
ENSCAFG00845006940,HIKESHI,heat shock protein nuclear import factor hikeshi [Source:HGNC Symbol;Acc:HGNC:26938],1.778831579,5.811106348,78.59776523,7.61E-19,1.57E-17,476778
ENSCAFG00845021194,EIPR1,EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383],1.439603071,6.139485582,78.50848023,7.97E-19,1.64E-17,475646
ENSCAFG00845026700,,,1.657243488,6.954781993,78.46344673,8.15E-19,1.67E-17,480828
ENSCAFG00845029163,PDZD11,,1.582956029,4.534567351,78.41328003,8.36E-19,1.71E-17,491940
ENSCAFG00845006581,MARCHF1,membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077],1.497078628,7.174838196,78.37861533,8.51E-19,1.74E-17,612618
ENSCAFG00845019294,KLC1,kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387],1.169649065,8.066589666,78.29113673,8.89E-19,1.82E-17,100855591
