gene_id,symbol,gene_name,log2_fold_change,Pvalue,FDR,name,logCPM
ENSMUSG00000079418,Atg4a,"autophagy related 4A, cysteine peptidase",1.284049565,0.005735745,0.024558627,2,4.355786805
ENSMUSG00000042271,Nxt2,nuclear transport factor 2-like export factor 2,2.033143767,8.29E-19,2.29E-16,2,6.891207993
ENSMUSG00000025264,Tsr2,TSR2 20S rRNA accumulation,1.432576434,8.46E-05,0.000746614,2,5.202166099
ENSMUSG00000067194,Eif1ax,"eukaryotic translation initiation factor 1A, X-linked",1.740637825,7.15E-13,5.73E-11,2,6.892752311
ENSMUSG00000082693,Gm15190,predicted gene 15190,1.481947998,0.004365449,0.019817451,2,3.843218599
ENSMUSG00000079316,Rab9,"RAB9, member RAS oncogene family",1.728590509,1.18E-12,8.78E-11,2,6.91757999
ENSMUSG00000049775,Tmsb4x,"thymosin, beta 4, X chromosome",2.067336006,1.42E-17,3.09E-15,2,8.034050409
ENSMUSG00000091223,Gm8775,predicted gene 8775,2.566751807,0.000103832,0.000888539,2,2.609661497
ENSMUSG00000003617,Cp,ceruloplasmin,1.941099126,9.01E-16,1.27E-13,2,12.00945217
ENSMUSG00000037531,Mrpl47,mitochondrial ribosomal protein L47,1.837953891,8.49E-08,1.90E-06,2,4.976299652
ENSMUSG00000027673,Ndufb5,NADH:ubiquinone oxidoreductase subunit B5,1.137530192,3.61E-07,6.68E-06,2,7.491674029
ENSMUSG00000027712,Anxa5,annexin A5,1.074627474,6.49E-05,0.000602335,2,8.48392301
ENSMUSG00000027714,Exosc9,exosome component 9,1.268133097,0.000501816,0.00333489,2,5.129862662
ENSMUSG00000050533,Gm9845,predicted pseudogene 9845,1.711779384,3.96E-05,0.000394768,2,4.720229635
ENSMUSG00000025759,Mfsd8,major facilitator superfamily domain containing 8,1.140223888,0.001972507,0.01040125,2,5.526607023
ENSMUSG00000037152,Ndufc1,NADH:ubiquinone oxidoreductase subunit C1,1.282290495,2.50E-06,3.71E-05,2,6.368954623
ENSMUSG00000069011,Gm10254,predicted gene 10254,1.240615731,0.006021633,0.025484338,2,4.469059856
ENSMUSG00000027800,Tm4sf1,transmembrane 4 superfamily member 1,1.166839907,0.008712816,0.033960863,2,5.31321564
ENSMUSG00000027801,Tm4sf4,transmembrane 4 superfamily member 4,2.135919794,1.43E-14,1.70E-12,2,7.780591617
ENSMUSG00000027810,Eif2a,eukaryotic translation initiation factor 2A,1.7637265,3.29E-13,2.74E-11,2,6.901814711
ENSMUSG00000036432,Siah2,siah E3 ubiquitin protein ligase 2,1.039526555,0.002287949,0.011801456,2,5.609409299
ENSMUSG00000027761,Aadac,arylacetamide deacetylase,1.377690374,2.02E-10,9.05E-09,2,10.48997986
ENSMUSG00000027822,Slc33a1,"solute carrier family 33 (acetyl-CoA transporter), member 1",1.354031771,1.48E-07,3.10E-06,2,7.403173331
ENSMUSG00000027828,Ssr3,"signal sequence receptor, gamma",1.236654249,1.19E-09,4.23E-08,2,10.21354718
ENSMUSG00000048916,Gm5540,predicted pseudogene 5540,1.096774541,8.85E-07,1.50E-05,2,7.676640259
ENSMUSG00000027804,Ppid,peptidylprolyl isomerase D (cyclophilin D),1.492983924,1.02E-07,2.22E-06,2,6.246452917
ENSMUSG00000028011,Tdo2,"tryptophan 2,3-dioxygenase",1.296720826,3.08E-09,9.73E-08,2,12.39245067
ENSMUSG00000028081,Rps3a1,ribosomal protein S3A1,2.041493457,9.90E-22,5.69E-19,2,7.866385148
ENSMUSG00000074506,Gm10705,predicted gene 10705,1.360055456,0.001692075,0.009115795,2,4.559028837
ENSMUSG00000004895,Prcc,papillary renal cell carcinoma (translocation-associated),1.125440753,0.000518578,0.003426143,2,5.586156165
ENSMUSG00000001416,Cct3,"chaperonin containing Tcp1, subunit 3 (gamma)",1.407739451,1.28E-08,3.47E-07,2,7.83880705
ENSMUSG00000028066,Pmf1,polyamine-modulated factor 1,1.851089473,1.21E-09,4.30E-08,2,5.427320399
ENSMUSG00000042747,Krtcap2,keratinocyte associated protein 2,1.035682169,0.000266534,0.001947173,2,6.491068642
ENSMUSG00000027954,Efna1,ephrin A1,1.730264416,4.93E-05,0.000475758,2,5.457435972
ENSMUSG00000027952,Pmvk,phosphomevalonate kinase,1.26270298,7.00E-05,0.000641027,2,6.379611208
ENSMUSG00000052310,Slc39a1,"solute carrier family 39 (zinc transporter), member 1",1.112402942,6.12E-06,7.97E-05,2,8.323210167
ENSMUSG00000001016,Ilf2,interleukin enhancer binding factor 2,1.324917045,0.000237549,0.0017655,2,5.038087109
ENSMUSG00000001017,Chtop,chromatin target of PRMT1,1.109577607,7.19E-07,1.23E-05,2,7.613345853
ENSMUSG00000091421,Gm4202,predicted gene 4202,1.267111906,1.12E-05,0.000135294,2,6.923930346
ENSMUSG00000005779,Psmb4,"proteasome (prosome, macropain) subunit, beta type 4",1.713037909,3.56E-16,5.60E-14,2,8.395301059
ENSMUSG00000053769,Lysmd1,"LysM, putative peptidoglycan-binding, domain containing 1",3.572755827,0.008790573,0.034178231,2,0.943804374
ENSMUSG00000060438,Rps10-ps1,"ribosomal protein S10, pseudogene 1",1.797869923,3.04E-05,0.000314446,2,4.717617937
ENSMUSG00000038619,Ensa,endosulfine alpha,1.120365412,1.70E-05,0.000191047,2,6.711946638
ENSMUSG00000038612,Mcl1,myeloid cell leukemia sequence 1,1.047882506,1.63E-06,2.53E-05,2,8.397682345
ENSMUSG00000068855,H2ac20,H2A clustered histone 20,3.091519817,1.93E-17,3.86E-15,2,4.64554817
ENSMUSG00000068854,H2bc21,H2B clustered histone 21,2.279781901,0.001111409,0.00638598,2,2.695548099
ENSMUSG00000091405,H4c14,H4 clustered histone 14,1.453209196,3.97E-05,0.000395367,2,5.16678644
ENSMUSG00000005687,Bcas2,breast carcinoma amplified sequence 2,1.157969871,0.000315532,0.002247038,2,5.956526736
ENSMUSG00000000563,Atp5pb,ATP synthase peripheral stalk-membrane subunit b,1.143324385,2.51E-07,4.91E-06,2,9.545750307
ENSMUSG00000040774,Cept1,choline/ethanolaminephosphotransferase 1,1.212230828,2.11E-06,3.19E-05,2,8.093583528
ENSMUSG00000027900,Dram2,DNA-damage regulated autophagy modulator 2,1.8361653,5.57E-16,8.11E-14,2,7.975238111
ENSMUSG00000087260,Lamtor5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",1.32619622,0.001353409,0.00755988,2,5.26055443
ENSMUSG00000068762,Gstm6,"glutathione S-transferase, mu 6",1.138840629,9.32E-05,0.00080865,2,7.776460962
ENSMUSG00000004038,Gstm3,"glutathione S-transferase, mu 3",1.280250788,0.000484772,0.003238705,2,8.462827558
ENSMUSG00000068749,Psma5,proteasome subunit alpha 5,1.897001499,8.22E-10,3.12E-08,2,5.45377888
ENSMUSG00000048100,Taf13,TATA-box binding protein associated factor 13,1.884872105,7.06E-07,1.22E-05,2,5.359561764
ENSMUSG00000027881,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,1.034558063,0.004915021,0.021829123,2,5.65547595
ENSMUSG00000074264,Amy1,"amylase 1, salivary",1.116203083,5.33E-06,7.11E-05,2,9.881770988
ENSMUSG00000000339,Rtca,RNA 3'-terminal phosphate cyclase,1.215987298,0.001678267,0.009053176,2,5.300148079
ENSMUSG00000000340,Dbt,dihydrolipoamide branched chain transacylase E2,2.116464973,3.03E-19,9.18E-17,2,8.133686821
ENSMUSG00000027957,Slc35a3,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3",1.033885097,2.54E-05,0.000268097,2,8.78074124
ENSMUSG00000028007,Snx7,sorting nexin 7,1.063384421,0.001256318,0.007100669,2,6.384163642
ENSMUSG00000106037,Gm4332,predicted gene 4332,2.144025096,2.91E-14,3.17E-12,2,6.473085268
ENSMUSG00000028134,Ptbp2,polypyrimidine tract binding protein 2,1.03867297,0.000691642,0.00433899,2,5.68077857
ENSMUSG00000054091,1810037I17Rik,RIKEN cDNA 1810037I17 gene,1.175763452,0.009315794,0.035905947,2,5.154892272
ENSMUSG00000104960,Snhg8,small nucleolar RNA host gene 8,1.412242099,0.000401617,0.00275439,2,5.095996619
ENSMUSG00000046688,Tifa,TRAF-interacting protein with forkhead-associated domain,1.219731923,0.002574939,0.013036153,2,4.823623854
ENSMUSG00000105837,Gm35986,"predicted gene, 35986",1.470596874,0.001245223,0.007047384,2,4.643715029
ENSMUSG00000062006,Rpl34,ribosomal protein L34,1.550889853,2.43E-11,1.35E-09,2,6.84619141
ENSMUSG00000028167,Bdh2,"3-hydroxybutyrate dehydrogenase, type 2",1.647057881,1.75E-07,3.58E-06,2,5.896291696
ENSMUSG00000074207,Adh1,alcohol dehydrogenase 1 (class I),1.572409439,6.60E-14,6.57E-12,2,12.59153192
ENSMUSG00000028156,Eif4e,eukaryotic translation initiation factor 4E,1.000641491,0.000290394,0.002093466,2,7.062122141
ENSMUSG00000105504,Gbp5,guanylate binding protein 5,2.280199853,0.001382131,0.007696112,2,2.498187869
ENSMUSG00000028268,Gbp3,guanylate binding protein 3,1.308324764,0.011447527,0.042438446,2,4.210739838
ENSMUSG00000028266,Lmo4,LIM domain only 4,1.014245962,0.002263473,0.011707165,2,5.658202492
ENSMUSG00000028195,Ccn1,cellular communication network factor 1,1.516401177,0.001864638,0.009908083,2,4.411920139
ENSMUSG00000028191,Bcl10,B cell leukemia/lymphoma 10,1.473217249,1.51E-05,0.00017252,2,5.45430189
ENSMUSG00000028187,Rpf1,ribosome production factor 1 homolog,1.344925244,0.0001105,0.000934027,2,5.426254433
ENSMUSG00000028186,Uox,urate oxidase,1.189927525,7.99E-06,0.000100538,2,12.67527796
ENSMUSG00000028035,Dnajb4,DnaJ heat shock protein family (Hsp40) member B4,2.002987395,3.37E-13,2.79E-11,2,7.095684116
ENSMUSG00000038975,Rabggtb,"Rab geranylgeranyl transferase, b subunit",1.229861738,4.51E-06,6.18E-05,2,6.526515669
ENSMUSG00000028199,Cryz,"crystallin, zeta",2.034400987,8.45E-20,3.09E-17,2,8.5271183
ENSMUSG00000028232,Tmem68,transmembrane protein 68,1.600495469,7.55E-06,9.57E-05,2,5.138349818
ENSMUSG00000028234,Rps20,ribosomal protein S20,1.00387179,4.52E-05,0.000441223,2,7.709389191
ENSMUSG00000042198,Chchd7,coiled-coil-helix-coiled-coil-helix domain containing 7,2.400385289,2.24E-12,1.56E-10,2,4.887507372
ENSMUSG00000085558,4930412C18Rik,RIKEN cDNA 4930412C18 gene,1.420259243,0.005803678,0.024806781,2,3.844815121
ENSMUSG00000087241,Gm11844,predicted gene 11844,1.347355744,0.01306564,0.047143983,2,3.486355151
ENSMUSG00000028223,Decr1,"2,4-dienoyl CoA reductase 1, mitochondrial",1.351355099,1.29E-12,9.50E-11,2,9.368481045
ENSMUSG00000028229,Rmdn1,regulator of microtubule dynamics 1,1.48147379,3.39E-08,8.44E-07,2,6.268829345
ENSMUSG00000028238,Atp6v0d2,"ATPase, H+ transporting, lysosomal V0 subunit D2",2.364889796,0.000196611,0.001503481,2,2.709635681
ENSMUSG00000028247,Coq3,coenzyme Q3 methyltransferase,1.195859095,0.001379955,0.007690883,2,5.227818826
ENSMUSG00000028261,Ndufaf4,NADH:ubiquinone oxidoreductase complex assembly factor 4,1.485907863,3.27E-06,4.68E-05,2,6.590147875
ENSMUSG00000096105,Bhmt-ps1,"betaine-homocysteine methyltransferase, pseudogene 1",3.060779063,4.41E-08,1.06E-06,2,5.636189753
ENSMUSG00000028291,Akirin2,akirin 2,1.657713779,6.12E-07,1.07E-05,2,5.666603839
ENSMUSG00000036822,Topors,"topoisomerase I binding, arginine/serine-rich",1.073064793,7.72E-05,0.000694739,2,6.685631245
ENSMUSG00000071014,Ndufb6,NADH:ubiquinone oxidoreductase subunit B6,1.765977582,3.52E-10,1.46E-08,2,6.61811588
ENSMUSG00000028411,Aptx,aprataxin,1.220728222,0.002209036,0.011458969,2,5.07943897
ENSMUSG00000028470,Hint2,histidine triad nucleotide binding protein 2,1.308683544,1.91E-06,2.90E-05,2,7.096595786
ENSMUSG00000035637,Grhpr,glyoxylate reductase/hydroxypyruvate reductase,1.975449422,1.03E-18,2.78E-16,2,8.847243914
ENSMUSG00000028322,Exosc3,exosome component 3,1.581073883,3.12E-05,0.000321486,2,4.928075089
ENSMUSG00000035561,Aldh1b1,"aldehyde dehydrogenase 1 family, member B1",1.466274884,5.45E-09,1.62E-07,2,7.918030458
ENSMUSG00000028329,Xpa,"xeroderma pigmentosum, complementation group A",1.257208775,0.003998997,0.018501914,2,4.374210841
ENSMUSG00000081483,Gm12445,predicted gene 12445,4.709939593,3.17E-06,4.57E-05,2,1.268571132
ENSMUSG00000039853,Trim14,tripartite motif-containing 14,1.047222767,0.002951768,0.014501098,2,5.266522806
ENSMUSG00000053317,Sec61b,Sec61 beta subunit,1.144870368,7.29E-05,0.000661053,2,6.815214933
ENSMUSG00000039653,Baat,bile acid-Coenzyme A: amino acid N-acyltransferase,1.739910784,9.73E-18,2.16E-15,2,9.627491468
ENSMUSG00000028307,Aldob,"aldolase B, fructose-bisphosphate",1.395481441,3.09E-08,7.79E-07,2,13.81194844
ENSMUSG00000015247,Nipsnap3b,nipsnap homolog 3B,1.223864456,3.34E-07,6.22E-06,2,7.420647384
ENSMUSG00000028367,Txn1,thioredoxin 1,1.362251416,2.94E-09,9.45E-08,2,8.824242913
ENSMUSG00000078688,Mup2,major urinary protein 2,1.60330677,0.01022893,0.038702967,2,3.435218374
ENSMUSG00000073835,Mup-ps12,"major urinary protein, pseudogene 12",2.067276341,0.007152884,0.029179449,2,2.490048994
ENSMUSG00000095532,Mup-ps13,"major urinary protein, pseudogene 13",1.59404765,0.001767809,0.00946638,2,3.426715322
ENSMUSG00000085404,Gm12909,predicted gene 12909,1.805925054,6.46E-06,8.30E-05,2,4.213214057
ENSMUSG00000066149,Cdc26,cell division cycle 26,1.760691601,2.37E-07,4.69E-06,2,5.25816015
ENSMUSG00000028356,Ambp,alpha 1 microglobulin/bikunin precursor,1.46857588,1.05E-09,3.78E-08,2,12.25818527
ENSMUSG00000039196,Orm1,orosomucoid 1,1.718095441,1.77E-12,1.26E-10,2,10.31311461
ENSMUSG00000028359,Orm3,orosomucoid 3,1.630539714,0.003161247,0.015354277,2,3.948123683
ENSMUSG00000061540,Orm2,orosomucoid 2,1.6578928,0.000195711,0.001501217,2,5.643803084
ENSMUSG00000046341,Gm11223,predicted gene 11223,2.070295532,0.000713623,0.004452179,2,3.060233842
ENSMUSG00000028398,Dmac1,distal membrane arm assembly complex 1,1.937096675,3.65E-11,1.96E-09,2,6.025694563
ENSMUSG00000048706,Lurap1l,leucine rich adaptor protein 1-like,1.332320449,1.11E-05,0.000133739,2,6.988955681
ENSMUSG00000070934,Rraga,Ras-related GTP binding A,1.628750007,4.57E-11,2.40E-09,2,7.144146966
ENSMUSG00000078480,Mrpl48-ps,mitochondrial ribosomal protein L48 pseudogene,1.542948175,0.000905332,0.005379112,2,4.138224816
ENSMUSG00000062937,Mtap,methylthioadenosine phosphorylase,1.344848551,2.27E-05,0.000244602,2,5.783194208
ENSMUSG00000028573,Fggy,FGGY carbohydrate kinase domain containing,1.016305212,7.80E-05,0.000699764,2,7.926129341
ENSMUSG00000084159,Gm12696,predicted gene 12696,2.290866597,8.35E-13,6.57E-11,2,5.227818826
ENSMUSG00000028563,Tm2d1,TM2 domain containing 1,1.030887411,0.009053577,0.035069212,2,5.198699698
ENSMUSG00000086136,Gm12718,predicted gene 12718,2.217010612,0.000177756,0.001382248,2,2.906302125
ENSMUSG00000025413,Ttc4,tetratricopeptide repeat domain 4,1.228298741,0.000100803,0.000866197,2,5.731816875
ENSMUSG00000028618,Tmem59,transmembrane protein 59,1.48437317,9.48E-10,3.51E-08,2,9.489507377
ENSMUSG00000028617,Lrrc42,leucine rich repeat containing 42,1.007161652,0.003362051,0.016053663,2,5.423586065
ENSMUSG00000063172,Hspb11,"heat shock protein family B (small), member 11",1.900456556,0.004715423,0.02109808,2,2.988212256
ENSMUSG00000028609,Magoh,"mago homolog, exon junction complex core component",1.383952522,1.01E-05,0.000123092,2,5.47226125
ENSMUSG00000063800,Prpf38a,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,1.074977368,0.008413549,0.033042978,2,4.617281008
ENSMUSG00000028567,Txndc12,thioredoxin domain containing 12 (endoplasmic reticulum),1.213619309,4.59E-05,0.000447438,2,6.403824399
ENSMUSG00000063929,Cyp4a32,"cytochrome P450, family 4, subfamily a, polypeptide 32",1.206068124,0.001345466,0.007522266,2,4.997669368
ENSMUSG00000063882,Uqcrh,ubiquinol-cytochrome c reductase hinge protein,1.103562519,2.76E-05,0.000289375,2,8.266333906
ENSMUSG00000006392,Med8,mediator complex subunit 8,1.427382945,2.81E-06,4.11E-05,2,6.159951563
ENSMUSG00000028645,Slc2a1,"solute carrier family 2 (facilitated glucose transporter), member 1",1.092773422,0.008502039,0.033337858,2,4.956086589
ENSMUSG00000028637,Ccdc30,coiled-coil domain containing 30,2.325610343,0.000836905,0.005039265,2,2.494124171
ENSMUSG00000028636,Ppcs,phosphopantothenoylcysteine synthetase,1.287571886,4.21E-06,5.82E-05,2,6.460758855
ENSMUSG00000028657,Ppt1,palmitoyl-protein thioesterase 1,1.522225145,3.26E-09,1.03E-07,2,6.625360561
ENSMUSG00000028655,Mfsd2a,major facilitator superfamily domain containing 2A,1.542631679,9.11E-09,2.58E-07,2,9.238323007
ENSMUSG00000028653,Trit1,tRNA isopentenyltransferase 1,1.754184233,6.06E-07,1.06E-05,2,4.86521518
ENSMUSG00000070737,Tmem35b,transmembrane protein 35B,1.372760433,0.010542039,0.039642603,2,4.273870115
ENSMUSG00000028793,Rnf19b,ring finger protein 19B,1.346333085,9.81E-08,2.15E-06,2,6.758198573
ENSMUSG00000057236,Rbbp4,"retinoblastoma binding protein 4, chromatin remodeling factor",1.229558098,3.44E-07,6.39E-06,2,8.238572402
ENSMUSG00000028807,Zbtb8a,zinc finger and BTB domain containing 8a,1.757100028,0.013888139,0.04959366,2,2.602129394
ENSMUSG00000086290,Snhg12,small nucleolar RNA host gene 12,1.600617903,0.002958525,0.014528555,2,3.488399402
ENSMUSG00000028882,Ppp1r8,"protein phosphatase 1, regulatory subunit 8",1.794173642,3.23E-07,6.04E-06,2,5.282255595
ENSMUSG00000012117,Dhdds,dehydrodolichyl diphosphate synthase,1.505230257,2.58E-07,5.02E-06,2,6.244942255
ENSMUSG00000037366,Pafah2,platelet-activating factor acetylhydrolase 2,1.310750593,1.05E-06,1.72E-05,2,8.58668721
ENSMUSG00000028826,Maco1,macoilin 1,1.417608797,1.36E-06,2.18E-05,2,7.549106604
ENSMUSG00000028822,Tmem50a,transmembrane protein 50A,1.883157482,6.43E-14,6.48E-12,2,8.022740588
ENSMUSG00000083678,Gm12989,predicted gene 12989,1.417008878,0.00271359,0.013577778,2,4.40868549
ENSMUSG00000028675,Pnrc2,proline-rich nuclear receptor coactivator 2,1.771339571,3.16E-11,1.71E-09,2,6.703928987
ENSMUSG00000028672,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,1.33654872,4.84E-08,1.16E-06,2,9.556485474
ENSMUSG00000007872,Id3,inhibitor of DNA binding 3,2.286206507,0.000139166,0.001132453,2,7.583836822
ENSMUSG00000046447,Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1,1.846293794,9.83E-11,4.74E-09,2,7.40649594
ENSMUSG00000050608,Micos10,mitochondrial contact site and cristae organizing system subunit 10,1.080110892,0.000230578,0.001722572,2,6.693307931
ENSMUSG00000066026,Dhrs3,dehydrogenase/reductase (SDR family) member 3,1.507231908,1.25E-05,0.000148386,2,8.33502968
ENSMUSG00000028979,Masp2,mannan-binding lectin serine peptidase 2,1.033102706,2.55E-06,3.76E-05,2,8.629535516
ENSMUSG00000041459,Tardbp,TAR DNA binding protein,2.043486971,1.32E-18,3.42E-16,2,7.152086383
ENSMUSG00000080746,Rpsa-ps12,"ribosomal protein SA, pseudogene 12",1.808609853,0.001203238,0.006834655,2,3.88968067
ENSMUSG00000028961,Pgd,phosphogluconate dehydrogenase,1.247048361,3.06E-05,0.000316465,2,7.504386682
ENSMUSG00000085787,Gm13092,predicted gene 13092,2.179821845,0.005499472,0.023858889,2,2.494124171
ENSMUSG00000029059,Prxl2b,peroxiredoxin like 2B,1.703208857,5.95E-05,0.000560157,2,5.053053106
ENSMUSG00000042333,Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",1.506872181,0.000139832,0.001137129,2,4.647378985
ENSMUSG00000029056,Pank4,pantothenate kinase 4,1.903748784,2.85E-06,4.16E-05,2,4.772433423
ENSMUSG00000095159,Tubb4b-ps1,"tubulin, beta 4B class IVB, pseudogene 1",2.319477988,3.88E-05,0.000387372,2,3.704706636
ENSMUSG00000114430,Gm40264,"predicted gene, 40264",2.473684456,0.010849986,0.040640136,2,1.517567788
ENSMUSG00000002944,Cd36,CD36 molecule,1.604956672,0.007481199,0.030270495,2,10.29360223
ENSMUSG00000038525,Armc10,armadillo repeat containing 10,1.274475883,0.004963431,0.02201759,2,4.536918995
ENSMUSG00000029017,Pmpcb,peptidase (mitochondrial processing) beta,1.075986746,3.95E-06,5.50E-05,2,8.494910462
ENSMUSG00000029177,Cenpa,centromere protein A,2.378567918,0.000538901,0.003528537,2,2.602129394
ENSMUSG00000059434,Gckr,glucokinase regulatory protein,1.23844644,6.06E-08,1.41E-06,2,8.516214073
ENSMUSG00000014956,Ppp1cb,protein phosphatase 1 catalytic subunit beta,1.541326125,4.58E-11,2.40E-09,2,9.017248257
ENSMUSG00000060708,Bloc1s4,"biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino",1.28244369,0.005722215,0.024517581,2,4.442355522
ENSMUSG00000067367,Lyar,Ly1 antibody reactive clone,2.160596767,0.000514747,0.003406263,2,2.976608374
ENSMUSG00000067365,Tmem128,transmembrane protein 128,1.296818931,0.000255308,0.001875076,2,5.349723021
ENSMUSG00000015806,Qdpr,quinoid dihydropteridine reductase,1.335923872,4.78E-12,3.15E-10,2,9.634877513
ENSMUSG00000106352,5033403H07Rik,RIKEN cDNA 5033403H07 gene,1.029147926,0.005276856,0.023143712,2,4.914030257
ENSMUSG00000047215,Rpl9,ribosomal protein L9,3.039431586,5.35E-08,1.26E-06,2,2.991098701
ENSMUSG00000029213,Commd8,COMM domain containing 8,1.011050671,0.001839914,0.009793448,2,6.224202239
ENSMUSG00000062110,Scfd2,Sec1 family domain containing 2,1.190467837,0.000732189,0.004533883,2,5.154892272
ENSMUSG00000106831,Ube2n-ps1,"ubiquitin-conjugating enzyme E2N, pseudogene 1",1.546344584,3.30E-06,4.72E-05,2,5.658656416
ENSMUSG00000059325,Hopx,HOP homeobox,1.283394637,0.004094364,0.018834376,2,5.628331819
ENSMUSG00000036285,Noa1,nitric oxide associated 1,1.088870846,0.008119717,0.032112137,2,5.211477614
ENSMUSG00000036256,Igfbp7,insulin-like growth factor binding protein 7,1.247111627,9.36E-08,2.07E-06,2,7.203880312
ENSMUSG00000106926,Rpl7-ps7,"ribosomal protein L7, pseudogene 7",2.031816413,1.01E-08,2.84E-07,2,5.076044619
ENSMUSG00000029253,Cenpc1,centromere protein C1,1.385900335,0.005950847,0.025236298,2,3.894313567
ENSMUSG00000035836,Ugt2b1,"UDP glucuronosyltransferase 2 family, polypeptide B1",1.668034059,6.47E-09,1.89E-07,2,10.82654674
ENSMUSG00000104802,Gm5869,predicted gene 5869,1.789174575,0.006243337,0.026198001,2,3.141876164
ENSMUSG00000070704,Ugt2b36,"UDP glucuronosyltransferase 2 family, polypeptide B36",1.528204685,3.19E-13,2.68E-11,2,11.10121878
ENSMUSG00000035780,Ugt2a3,"UDP glucuronosyltransferase 2 family, polypeptide A3",2.130836,4.08E-23,3.63E-20,2,10.35829361
ENSMUSG00000106397,Gm21049,"predicted gene, 21049",1.330015044,0.000855661,0.005129841,2,4.588448911
ENSMUSG00000029269,Sult1b1,"sulfotransferase family 1B, member 1",1.462092558,4.47E-07,8.08E-06,2,6.333346416
ENSMUSG00000029273,Sult1d1,"sulfotransferase family 1D, member 1",1.765078987,5.91E-17,1.10E-14,2,8.592203356
ENSMUSG00000029366,Dck,deoxycytidine kinase,1.22350873,0.004458664,0.02016698,2,4.642797584
ENSMUSG00000029368,Alb,albumin,1.347081777,1.79E-08,4.71E-07,2,17.78983146
ENSMUSG00000029369,Afm,afamin,2.094344158,4.22E-14,4.44E-12,2,9.534360956
ENSMUSG00000029380,Cxcl1,chemokine (C-X-C motif) ligand 1,1.53308343,0.003911658,0.018161896,2,3.355571771
ENSMUSG00000106917,Gm7832,predicted gene 7832,1.791181422,0.005284142,0.023151171,2,3.071186704
ENSMUSG00000029486,Mrpl1,mitochondrial ribosomal protein L1,1.137626661,2.87E-05,0.000299584,2,6.630460465
ENSMUSG00000106526,Gm42604,predicted gene 42604,2.238707062,2.91E-06,4.23E-05,2,3.706463941
ENSMUSG00000029322,Plac8,placenta-specific 8,4.232101251,1.39E-22,9.57E-20,2,3.637103714
ENSMUSG00000016833,Mrps18c,mitochondrial ribosomal protein S18C,1.025015352,0.004980069,0.022075641,2,5.281076824
ENSMUSG00000034528,Hsd17b13,hydroxysteroid (17-beta) dehydrogenase 13,1.312059093,2.97E-10,1.25E-08,2,10.12576035
ENSMUSG00000029311,Hsd17b11,hydroxysteroid (17-beta) dehydrogenase 11,1.911698596,5.31E-17,1.02E-14,2,9.381881825
ENSMUSG00000092021,Gbp11,guanylate binding protein 11,2.162033642,0.000770811,0.004721314,2,2.709635681
ENSMUSG00000029499,Pxmp2,peroxisomal membrane protein 2,1.481739716,1.01E-08,2.84E-07,2,7.439424233
ENSMUSG00000029345,Tfip11,tuftelin interacting protein 11,1.008355355,0.001114532,0.006400967,2,5.805140687
ENSMUSG00000041939,Mvk,mevalonate kinase,1.327156352,0.000186552,0.001438058,2,4.980662984
ENSMUSG00000009013,Dynll1,dynein light chain LC8-type 1,1.438154313,0.000653025,0.004126262,2,4.989032194
ENSMUSG00000029538,Srsf9,serine and arginine-rich splicing factor 9,1.338253826,1.79E-05,0.000200523,2,5.781944715
ENSMUSG00000029535,Triap1,TP53 regulated inhibitor of apoptosis 1,2.175683127,5.35E-12,3.50E-10,2,5.313792162
ENSMUSG00000041697,Cox6a1,cytochrome c oxidase subunit 6A1,1.105566795,0.000183612,0.001418914,2,9.492810334
ENSMUSG00000029524,Sirt4,sirtuin 4,1.776468606,0.000738289,0.00456298,2,3.474028439
ENSMUSG00000107369,Gstm2-ps1,"glutathione S-transferase mu 2 (muscle), pseudogene 1",1.169516944,0.000257736,0.001890669,2,8.590010732
ENSMUSG00000087516,Tbx3os1,"T-box 3, opposite strand 1",2.835349052,0.006925993,0.028478109,2,1.259023455
ENSMUSG00000029614,Rpl6,ribosomal protein L6,1.145883902,5.40E-05,0.00051531,2,6.977416366
ENSMUSG00000029455,Aldh2,"aldehyde dehydrogenase 2, mitochondrial",1.215041809,5.85E-11,3.00E-09,2,12.49175515
ENSMUSG00000029466,Anapc7,anaphase promoting complex subunit 7,1.272568373,1.33E-05,0.000155772,2,5.942965963
ENSMUSG00000029474,Rnf34,ring finger protein 34,1.092532577,0.008530572,0.033428657,2,4.769074041
ENSMUSG00000105881,4932422M17Rik,RIKEN cDNA 4932422M17 gene,3.18250257,0.011493688,0.04256675,2,0.931836248
ENSMUSG00000047635,2810006K23Rik,RIKEN cDNA 2810006K23 gene,1.415325941,0.00473736,0.021180991,2,4.148603363
ENSMUSG00000072612,Gm10382,predicted gene 10382,1.583499822,0.012487092,0.04542554,2,2.796543999
ENSMUSG00000029430,Ran,"RAN, member RAS oncogene family",1.722613251,7.14E-12,4.58E-10,2,7.515039408
