gene_id,symbol,gene_name,log2_fold_change,Pvalue,FDR,name,logCPM
ENSMUSG00000078861,Zfp931,zinc finger protein 931,2.674888297,5.72E-06,7.45E-05,1,3.528619143
ENSMUSG00000039001,Rps21,ribosomal protein S21,2.25935424,1.33E-13,9.23E-12,1,6.670510663
ENSMUSG00000027589,Pcmtd2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,1.685182027,6.61E-09,1.84E-07,1,7.457595682
ENSMUSG00000031167,Rbm3,"RNA binding motif (RNP1, RRM) protein 3",1.306329263,0.00359791,0.017153234,1,4.664363368
ENSMUSG00000031168,Ebp,phenylalkylamine Ca2+ antagonist (emopamil) binding protein,1.10150482,6.92E-06,8.73E-05,1,9.290741717
ENSMUSG00000031171,Ftsj1,FtsJ RNA methyltransferase homolog 1 (E. coli),1.139034634,0.000545796,0.003620392,1,5.962330516
ENSMUSG00000015340,Cybb,"cytochrome b-245, beta polypeptide",1.341565008,5.76E-05,0.000545667,1,5.860504838
ENSMUSG00000031176,Dynlt3,dynein light chain Tctex-type 3,1.951197463,1.09E-15,1.10E-13,1,7.627888944
ENSMUSG00000031173,Otc,ornithine transcarbamylase,1.318579543,2.45E-11,1.20E-09,1,10.64556047
ENSMUSG00000084349,Rpl3-ps1,"ribosomal protein L3, pseudogene 1",1.184814073,5.07E-06,6.71E-05,1,8.545092295
ENSMUSG00000000787,Ddx3x,"DEAD box helicase 3, X-linked",1.154586333,1.49E-08,3.81E-07,1,10.10937058
ENSMUSG00000025037,Maoa,monoamine oxidase A,1.866019297,1.90E-06,2.83E-05,1,4.806499283
ENSMUSG00000023070,Rgn,regucalcin,1.368233473,1.24E-09,4.01E-08,1,11.9233372
ENSMUSG00000001128,Cfp,complement factor properdin,1.503621224,5.55E-06,7.26E-05,1,6.088710145
ENSMUSG00000001134,Uxt,ubiquitously expressed prefoldin like chaperone,1.716090553,0.001320453,0.00751433,1,3.905135512
ENSMUSG00000079297,Gm2223,predicted pseudogene 2223,2.131958698,3.92E-14,2.91E-12,1,7.193609264
ENSMUSG00000081281,Rpl7-ps9,"ribosomal protein L7, pseudogene 9",3.959597159,5.39E-19,1.05E-16,1,3.87530227
ENSMUSG00000006423,C330007P06Rik,RIKEN cDNA C330007P06 gene,1.764168374,4.71E-10,1.69E-08,1,6.338390057
ENSMUSG00000079641,Rpl39,ribosomal protein L39,1.206349509,0.000400619,0.002816311,1,5.996881511
ENSMUSG00000000355,Mcts1,malignant T cell amplified sequence 1,1.772065758,1.33E-07,2.74E-06,1,6.081378055
ENSMUSG00000048970,C1galt1c1,C1GALT1-specific chaperone 1,1.502231827,1.79E-05,0.00019752,1,5.907652169
ENSMUSG00000080896,Gm14567,predicted gene 14567,1.693273588,0.000626355,0.004056164,1,4.25917021
ENSMUSG00000037475,Thoc2,THO complex 2,1.462974259,4.41E-05,0.000431289,1,6.156999597
ENSMUSG00000031109,Enox2,ecto-NOX disulfide-thiol exchanger 2,1.683167888,1.16E-06,1.84E-05,1,5.4513071
ENSMUSG00000083621,Gm14586,predicted gene 14586,1.263544818,4.34E-08,1.00E-06,1,7.835064845
ENSMUSG00000023074,Mospd1,motile sperm domain containing 1,1.401790989,0.001100804,0.006470282,1,4.755062265
ENSMUSG00000061273,Mmgt1,membrane magnesium transporter 1,1.087724286,0.000247038,0.00187471,1,6.759270459
ENSMUSG00000031138,F9,coagulation factor IX,1.627943693,1.71E-12,1.04E-10,1,9.580359575
ENSMUSG00000073131,Vma21,VMA21 vacuolar H+-ATPase homolog (S. cerevisiae),1.293814076,3.13E-07,5.78E-06,1,7.294399187
ENSMUSG00000031347,Cetn2,centrin 2,1.291387738,0.005488255,0.024101412,1,5.231654402
ENSMUSG00000057836,Xlr3a,X-linked lymphocyte-regulated 3A,4.76668432,0.002951582,0.014638001,1,0
ENSMUSG00000078317,F8a,factor 8-associated gene A,1.225577399,0.008681581,0.034508526,1,4.158812893
ENSMUSG00000002015,Bcap31,B cell receptor associated protein 31,1.488585383,5.07E-12,2.77E-10,1,8.518853689
ENSMUSG00000002010,Idh3g,"isocitrate dehydrogenase 3 (NAD+), gamma",1.437351786,1.24E-09,4.01E-08,1,7.696976615
ENSMUSG00000008682,Rpl10,ribosomal protein L10,1.184210011,0.00417919,0.019315249,1,4.980352453
ENSMUSG00000031196,F8,coagulation factor VIII,1.724204479,8.03E-07,1.33E-05,1,6.213924346
ENSMUSG00000031197,Vbp1,von Hippel-Lindau binding protein 1,2.632327169,1.36E-16,1.65E-14,1,5.327230511
ENSMUSG00000083482,Gm14706,predicted gene 14706,3.887967332,0.004749397,0.021535122,1,1.044219614
ENSMUSG00000084289,Fth1-ps,"ferritin heavy polypeptide 1, pseudogene",2.207211556,0.008525686,0.034070543,1,2.337605121
ENSMUSG00000035150,Eif2s3x,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked",1.267472442,3.50E-05,0.000355713,1,6.071957012
ENSMUSG00000078122,F630028O10Rik,RIKEN cDNA F630028O10 gene,2.055485303,0.001154854,0.006728787,1,3.449843208
ENSMUSG00000031221,Igbp1,immunoglobulin (CD79A) binding protein 1,1.313382452,1.53E-07,3.09E-06,1,7.043308983
ENSMUSG00000047797,Gjb1,"gap junction protein, beta 1",1.015153,4.32E-05,0.000424226,1,10.99016308
ENSMUSG00000034160,Ogt,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase),1.681398001,2.06E-09,6.30E-08,1,7.613136916
ENSMUSG00000082284,H3f3a-ps1,"H3.3 histone A, pseudogene 1",3.580801525,0.000180274,0.00143496,1,1.643625838
ENSMUSG00000031333,Abcb7,"ATP-binding cassette, sub-family B (MDR/TAP), member 7",1.077803975,5.61E-05,0.000533397,1,8.00883406
ENSMUSG00000073016,Uprt,uracil phosphoribosyltransferase,1.862600905,0.003911778,0.018319415,1,2.988185908
ENSMUSG00000031232,Magt1,magnesium transporter 1,1.395229694,2.04E-07,3.96E-06,1,8.309564115
ENSMUSG00000031231,Cox7b,cytochrome c oxidase subunit 7B,2.789771425,4.23E-26,2.24E-23,1,8.735727338
ENSMUSG00000062070,Pgk1,phosphoglycerate kinase 1,1.504324367,3.62E-09,1.08E-07,1,7.3626816
ENSMUSG00000031239,Itm2a,integral membrane protein 2A,3.079188558,0.004175273,0.019304174,1,1.791294355
ENSMUSG00000031246,Sh3bgrl,SH3-binding domain glutamic acid-rich protein like,2.460919754,3.08E-30,3.00E-27,1,8.496640947
ENSMUSG00000025525,Apool,apolipoprotein O-like,1.356597433,2.85E-06,4.04E-05,1,6.395524666
ENSMUSG00000031266,Gla,"galactosidase, alpha",2.355756565,1.60E-06,2.43E-05,1,3.983633233
ENSMUSG00000031422,Morf4l2,mortality factor 4 like 2,1.793702884,4.35E-13,2.82E-11,1,8.189038216
ENSMUSG00000031432,Prps1,phosphoribosyl pyrophosphate synthetase 1,1.995728747,3.05E-14,2.35E-12,1,6.302059856
ENSMUSG00000042271,Nxt2,nuclear transport factor 2-like export factor 2,2.197504021,1.22E-21,3.53E-19,1,7.127607525
ENSMUSG00000041718,Alg13,asparagine-linked glycosylation 13,2.191413152,3.45E-06,4.78E-05,1,4.485146606
ENSMUSG00000025264,Tsr2,TSR2 20S rRNA accumulation,1.639624905,3.65E-05,0.000368702,1,4.66902806
ENSMUSG00000047238,Mageh1,MAGE family member H1,2.417779736,0.012418065,0.045804694,1,1.997248382
ENSMUSG00000041633,Kctd12b,potassium channel tetramerisation domain containing 12b,2.097174251,0.001469813,0.008238741,1,3.062403405
ENSMUSG00000025283,Sat1,spermidine/spermine N1-acetyl transferase 1,1.078432087,2.34E-05,0.000247552,1,6.855047359
ENSMUSG00000046873,Mbtps2,"membrane-bound transcription factor peptidase, site 2",1.065436495,0.007124347,0.029549397,1,5.230814532
ENSMUSG00000067194,Eif1ax,"eukaryotic translation initiation factor 1A, X-linked",2.091867774,3.47E-17,4.73E-15,1,6.775909561
ENSMUSG00000043518,Rai2,retinoic acid induced 2,2.16561598,0.00694201,0.028944418,1,2.247321347
ENSMUSG00000079316,Rab9,"RAB9, member RAS oncogene family",2.070543952,7.57E-18,1.19E-15,1,7.332195649
ENSMUSG00000049775,Tmsb4x,"thymosin, beta 4, X chromosome",3.533407159,2.99E-47,1.90E-43,1,7.846127115
ENSMUSG00000044583,Tlr7,toll-like receptor 7,1.789900936,0.005312033,0.023490619,1,3.377957905
ENSMUSG00000031352,Hccs,holocytochrome c synthetase,1.330733397,0.000566204,0.003731928,1,5.393940728
ENSMUSG00000062515,Fabp4,"fatty acid binding protein 4, adipocyte",1.492772094,0.001321168,0.007515033,1,4.698837887
ENSMUSG00000058921,Slc10a5,"solute carrier family 10 (sodium/bile acid cotransporter family), member 5",1.316821402,7.13E-06,8.94E-05,1,7.965277058
ENSMUSG00000027556,Car1,carbonic anhydrase 1,1.993640359,0.000179478,0.001430314,1,4.426106703
ENSMUSG00000003617,Cp,ceruloplasmin,2.177660211,2.04E-19,4.17E-17,1,11.81322043
ENSMUSG00000039617,Gm7488,predicted gene 7488,1.040618133,0.011262855,0.042496259,1,5.064674112
ENSMUSG00000027690,Slc2a2,"solute carrier family 2 (facilitated glucose transporter), member 2",1.251148538,6.97E-06,8.78E-05,1,11.0483665
ENSMUSG00000039221,Rpl22l1,ribosomal protein L22 like 1,1.453305745,0.006748195,0.028294283,1,4.771351859
ENSMUSG00000037531,Mrpl47,mitochondrial ribosomal protein L47,1.992961212,1.85E-09,5.74E-08,1,5.541671052
ENSMUSG00000027673,Ndufb5,NADH:ubiquinone oxidoreductase subunit B5,1.48452225,1.91E-11,9.45E-10,1,7.89337338
ENSMUSG00000027708,Dcun1d1,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",1.06734549,3.37E-05,0.000343444,1,7.446565769
ENSMUSG00000027712,Anxa5,annexin A5,1.080088498,7.86E-05,0.000711512,1,8.007990066
ENSMUSG00000027714,Exosc9,exosome component 9,2.203699094,8.15E-09,2.19E-07,1,4.794878357
ENSMUSG00000050533,Gm9845,predicted pseudogene 9845,1.083729939,0.007714518,0.031472855,1,5.353068588
ENSMUSG00000025759,Mfsd8,major facilitator superfamily domain containing 8,1.547335693,5.53E-05,0.000527524,1,5.229656599
ENSMUSG00000037152,Ndufc1,NADH:ubiquinone oxidoreductase subunit C1,1.256831653,2.92E-06,4.13E-05,1,6.812176983
ENSMUSG00000027801,Tm4sf4,transmembrane 4 superfamily member 4,2.099114913,6.04E-14,4.36E-12,1,7.801164943
ENSMUSG00000027810,Eif2a,eukaryotic translation initiation factor 2A,2.479150753,1.59E-23,6.50E-21,1,6.726411927
ENSMUSG00000075700,Selenot,selenoprotein T,1.446864114,1.70E-10,6.85E-09,1,9.551637008
ENSMUSG00000036362,P2ry13,"purinergic receptor P2Y, G-protein coupled 13",1.841184647,0.00660139,0.027816544,1,2.967630797
ENSMUSG00000027761,Aadac,arylacetamide deacetylase,1.579858668,2.79E-13,1.88E-11,1,10.96720181
ENSMUSG00000027822,Slc33a1,"solute carrier family 33 (acetyl-CoA transporter), member 1",2.186862474,2.13E-17,3.03E-15,1,7.53073834
ENSMUSG00000027828,Ssr3,"signal sequence receptor, gamma",1.75938377,6.79E-18,1.09E-15,1,10.00028714
ENSMUSG00000027778,Ift80,intraflagellar transport 80,1.498514916,0.009485387,0.036986019,1,3.718513545
ENSMUSG00000027787,Nmd3,NMD3 ribosome export adaptor,1.329513927,2.18E-06,3.18E-05,1,6.855695193
ENSMUSG00000027804,Ppid,peptidylprolyl isomerase D (cyclophilin D),1.229383203,1.41E-05,0.000161278,1,6.432486847
ENSMUSG00000028011,Tdo2,"tryptophan 2,3-dioxygenase",1.856334524,2.08E-17,3.01E-15,1,12.81970326
ENSMUSG00000044330,Gm9790,predicted gene 9790,1.249974003,0.003115433,0.015289072,1,4.929543864
ENSMUSG00000028081,Rps3a1,ribosomal protein S3A1,2.853299749,8.46E-41,2.69E-37,1,8.045608829
ENSMUSG00000001416,Cct3,"chaperonin containing Tcp1, subunit 3 (gamma)",1.70749703,5.78E-12,3.10E-10,1,7.978429423
ENSMUSG00000028066,Pmf1,polyamine-modulated factor 1,1.903480388,2.51E-10,9.67E-09,1,5.803089432
ENSMUSG00000027954,Efna1,ephrin A1,1.483203352,0.00066395,0.004240199,1,5.401623155
ENSMUSG00000042642,Flad1,flavin adenine dinucleotide synthetase 1,1.114349594,0.000112443,0.000964522,1,6.683903021
ENSMUSG00000027952,Pmvk,phosphomevalonate kinase,1.148463343,0.000267418,0.001998314,1,6.798367643
ENSMUSG00000001016,Ilf2,interleukin enhancer binding factor 2,1.040024432,0.003131918,0.015322865,1,5.569883417
ENSMUSG00000001017,Chtop,chromatin target of PRMT1,1.172006056,2.12E-07,4.09E-06,1,7.671591124
ENSMUSG00000044080,S100a1,S100 calcium binding protein A1,1.038330794,4.97E-05,0.000479897,1,8.130087262
ENSMUSG00000042312,S100a13,S100 calcium binding protein A13,1.677619753,6.37E-06,8.15E-05,1,4.829464028
ENSMUSG00000005779,Psmb4,"proteasome (prosome, macropain) subunit, beta type 4",1.46209329,3.50E-12,1.99E-10,1,8.700909128
ENSMUSG00000038642,Ctss,cathepsin S,1.418397941,7.30E-06,9.11E-05,1,6.338927108
ENSMUSG00000038619,Ensa,endosulfine alpha,1.126049689,1.30E-05,0.000150437,1,7.091977461
ENSMUSG00000068855,H2ac20,H2A clustered histone 20,2.772162481,3.55E-13,2.32E-11,1,4.57206452
ENSMUSG00000068854,H2bc21,H2B clustered histone 21,2.929738994,6.74E-05,0.000623647,1,2.586075024
ENSMUSG00000091405,H4c14,H4 clustered histone 14,1.724631172,1.16E-06,1.84E-05,1,5.351232138
ENSMUSG00000015947,Fcgr1,"Fc receptor, IgG, high affinity I",1.847967141,0.003659643,0.017395292,1,3.546309352
ENSMUSG00000004233,Wars2,tryptophanyl tRNA synthetase 2 (mitochondrial),2.505224949,4.54E-05,0.000442704,1,3.028437867
ENSMUSG00000032902,Slc16a1,"solute carrier family 16 (monocarboxylic acid transporters), member 1",1.464194386,2.21E-06,3.22E-05,1,7.759830482
ENSMUSG00000000563,Atp5pb,ATP synthase peripheral stalk-membrane subunit b,1.471231645,2.84E-11,1.37E-09,1,9.975486373
ENSMUSG00000040774,Cept1,choline/ethanolaminephosphotransferase 1,1.738600161,1.70E-11,8.51E-10,1,7.877487887
ENSMUSG00000027900,Dram2,DNA-damage regulated autophagy modulator 2,2.377906908,5.35E-25,2.51E-22,1,7.758079549
ENSMUSG00000068762,Gstm6,"glutathione S-transferase, mu 6",1.14364671,8.27E-05,0.000742458,1,8.15480047
ENSMUSG00000004038,Gstm3,"glutathione S-transferase, mu 3",1.180813,0.00171296,0.009374027,1,7.185844337
ENSMUSG00000068749,Psma5,proteasome subunit alpha 5,1.569711268,1.25E-07,2.59E-06,1,6.217857282
ENSMUSG00000048100,Taf13,TATA-box binding protein associated factor 13,1.956253472,2.97E-07,5.52E-06,1,5.579415511
ENSMUSG00000074264,Amy1,"amylase 1, salivary",1.880125266,2.11E-14,1.68E-12,1,9.671863016
ENSMUSG00000000339,Rtca,RNA 3'-terminal phosphate cyclase,1.447611887,0.000239922,0.001829456,1,5.276060454
ENSMUSG00000000340,Dbt,dihydrolipoamide branched chain transacylase E2,2.352690534,2.80E-23,1.05E-20,1,8.284410213
ENSMUSG00000082394,Gm4596,predicted gene 4596,1.554155027,0.000149658,0.001225842,1,4.908129666
ENSMUSG00000027957,Slc35a3,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3",1.174956284,2.12E-06,3.11E-05,1,8.535203308
ENSMUSG00000028007,Snx7,sorting nexin 7,1.758149252,2.19E-07,4.21E-06,1,6.012505649
ENSMUSG00000033308,Dpyd,dihydropyrimidine dehydrogenase,1.187311184,8.25E-10,2.75E-08,1,11.15872806
ENSMUSG00000106037,Gm4332,predicted gene 4332,2.823147299,8.54E-24,3.61E-21,1,6.770275319
ENSMUSG00000028134,Ptbp2,polypyrimidine tract binding protein 2,1.4050484,6.57E-06,8.36E-05,1,5.664420119
ENSMUSG00000028127,Abcd3,"ATP-binding cassette, sub-family D (ALD), member 3",1.07505071,3.39E-09,1.02E-07,1,11.63556788
ENSMUSG00000023057,Fabp2,"fatty acid binding protein 2, intestinal",1.40761922,3.52E-05,0.00035731,1,7.717163469
ENSMUSG00000046688,Tifa,TRAF-interacting protein with forkhead-associated domain,1.872579647,6.08E-06,7.84E-05,1,4.752281662
ENSMUSG00000105837,Gm35986,"predicted gene, 35986",2.209120282,1.59E-06,2.41E-05,1,4.660931153
ENSMUSG00000041084,Ostc,oligosaccharyltransferase complex subunit (non-catalytic),1.417310024,6.63E-06,8.42E-05,1,7.173474687
ENSMUSG00000062006,Rpl34,ribosomal protein L34,2.445495921,1.55E-26,8.53E-24,1,7.173858291
ENSMUSG00000091721,Gimd1,GIMAP family P-loop NTPase domain containing 1,1.991361237,0.008959561,0.035348224,1,2.882350223
ENSMUSG00000106069,Gm6135,prediticted gene 6135,2.435968661,0.000604064,0.003938983,1,2.757077692
ENSMUSG00000028167,Bdh2,"3-hydroxybutyrate dehydrogenase, type 2",1.940036831,1.64E-09,5.23E-08,1,5.854168359
ENSMUSG00000078578,Ube2d3,ubiquitin-conjugating enzyme E2D 3,1.230710156,6.20E-10,2.15E-08,1,9.491616976
ENSMUSG00000099146,0610031O16Rik,RIKEN cDNA 0610031O16 gene,1.062632874,0.001217453,0.007013057,1,5.822482899
ENSMUSG00000074207,Adh1,alcohol dehydrogenase 1 (class I),1.742184108,1.05E-16,1.32E-14,1,12.44339099
ENSMUSG00000037797,Adh4,"alcohol dehydrogenase 4 (class II), pi polypeptide",1.161057263,7.97E-05,0.00071949,1,8.874493299
ENSMUSG00000028156,Eif4e,eukaryotic translation initiation factor 4E,1.585018561,1.33E-08,3.46E-07,1,6.982390383
ENSMUSG00000105504,Gbp5,guanylate binding protein 5,2.873719514,0.000176422,0.001407824,1,2.369293185
ENSMUSG00000028271,Gtf2b,general transcription factor IIB,1.064734984,0.001206523,0.006965903,1,5.921598226
ENSMUSG00000056025,Clca3a1,chloride channel accessory 3A1,1.628572061,0.006529406,0.02756812,1,3.923732663
ENSMUSG00000028191,Bcl10,B cell leukemia/lymphoma 10,1.558631119,4.71E-06,6.28E-05,1,5.705343553
ENSMUSG00000028189,Ctbs,chitobiase,1.515356131,1.65E-05,0.000183985,1,5.011787605
ENSMUSG00000028187,Rpf1,ribosome production factor 1 homolog,1.741126917,5.82E-07,1.01E-05,1,5.601140806
ENSMUSG00000028186,Uox,urate oxidase,1.756802065,4.27E-11,1.97E-09,1,13.11459979
ENSMUSG00000028185,Dnase2b,deoxyribonuclease II beta,1.075672362,9.97E-05,0.000870903,1,6.730992746
ENSMUSG00000028037,Ifi44,interferon-induced protein 44,2.289135823,0.000124845,0.001056688,1,3.373770887
ENSMUSG00000028035,Dnajb4,DnaJ heat shock protein family (Hsp40) member B4,2.019331239,2.93E-13,1.94E-11,1,7.240176043
ENSMUSG00000038975,Rabggtb,"Rab geranylgeranyl transferase, b subunit",1.524536009,1.10E-08,2.90E-07,1,6.791574458
ENSMUSG00000028199,Cryz,"crystallin, zeta",1.87007169,1.39E-16,1.67E-14,1,8.339088003
ENSMUSG00000028179,Cth,cystathionase (cystathionine gamma-lyase),1.24599138,0.000160321,0.001300598,1,10.40728868
ENSMUSG00000028173,Wls,wntless WNT ligand secretion mediator,1.520713691,0.000273439,0.002036117,1,4.536256303
ENSMUSG00000028232,Tmem68,transmembrane protein 68,2.096325778,1.46E-08,3.75E-07,1,5.018140382
ENSMUSG00000042198,Chchd7,coiled-coil-helix-coiled-coil-helix domain containing 7,2.360200201,2.40E-13,1.64E-11,1,5.765101788
ENSMUSG00000028223,Decr1,"2,4-dienoyl CoA reductase 1, mitochondrial",1.559132931,3.82E-16,4.18E-14,1,9.333452742
ENSMUSG00000028224,Nbn,nibrin,1.598744291,7.05E-05,0.000645044,1,5.15889346
ENSMUSG00000028229,Rmdn1,regulator of microtubule dynamics 1,2.513325917,1.18E-20,2.93E-18,1,6.322833027
ENSMUSG00000073987,Ggh,gamma-glutamyl hydrolase,1.385164305,0.000280015,0.00207656,1,5.009460647
ENSMUSG00000028252,Ccnc,cyclin C,1.471295007,3.36E-06,4.67E-05,1,6.429602539
ENSMUSG00000028251,Tstd3,thiosulfate sulfurtransferase (rhodanese)-like domain containing 3,1.509511699,7.68E-06,9.51E-05,1,5.844440336
ENSMUSG00000028247,Coq3,coenzyme Q3 methyltransferase,1.103053913,0.003122516,0.015294547,1,5.495752254
ENSMUSG00000028261,Ndufaf4,NADH:ubiquinone oxidoreductase complex assembly factor 4,1.768301414,4.61E-08,1.05E-06,1,6.539623563
ENSMUSG00000096105,Bhmt-ps1,"betaine-homocysteine methyltransferase, pseudogene 1",2.496341171,5.20E-06,6.86E-05,1,7.221559279
ENSMUSG00000028291,Akirin2,akirin 2,1.781095686,1.60E-07,3.22E-06,1,5.653319406
ENSMUSG00000028295,Smim8,small integral membrane protein 8,1.647540272,0.003535215,0.016906089,1,4.207513298
ENSMUSG00000040296,Ddx58,DEAD/H box helicase 58,1.089361357,0.000918909,0.005562532,1,6.549776148
ENSMUSG00000071014,Ndufb6,NADH:ubiquinone oxidoreductase subunit B6,1.33837382,1.27E-06,1.98E-05,1,7.355053923
ENSMUSG00000028411,Aptx,aprataxin,1.793804618,1.36E-05,0.000156674,1,4.894782872
ENSMUSG00000056412,Psenen-ps,"presenilin enhancer gamma secretase subunit, pseudogene",1.096920753,0.007602413,0.031115487,1,5.171553561
ENSMUSG00000028479,Gne,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,1.15565199,7.65E-05,0.000695955,1,9.426829314
ENSMUSG00000035637,Grhpr,glyoxylate reductase/hydroxypyruvate reductase,1.286167762,7.55E-09,2.05E-07,1,9.557168768
ENSMUSG00000081483,Gm12445,predicted gene 12445,5.205862191,0.000651089,0.004179086,1,0.614592322
ENSMUSG00000053317,Sec61b,Sec61 beta subunit,1.170252652,3.97E-05,0.000395427,1,7.349106655
ENSMUSG00000039653,Baat,bile acid-Coenzyme A: amino acid N-acyltransferase,1.930680604,1.74E-21,4.91E-19,1,9.892771981
ENSMUSG00000028307,Aldob,"aldolase B, fructose-bisphosphate",1.147780466,5.29E-06,6.97E-05,1,13.79457998
ENSMUSG00000015247,Nipsnap3b,nipsnap homolog 3B,1.327780047,3.52E-08,8.30E-07,1,7.564598657
ENSMUSG00000028367,Txn1,thioredoxin 1,1.516043726,5.47E-11,2.43E-09,1,8.710218873
ENSMUSG00000078688,Mup2,major urinary protein 2,1.619777916,0.003965393,0.018518067,1,4.868385257
ENSMUSG00000094743,Mup-ps7,"major urinary protein, pseudogene 7",2.638184519,0.013409643,0.04871211,1,1.870118616
ENSMUSG00000073835,Mup-ps12,"major urinary protein, pseudogene 12",2.423059452,0.0002823,0.002084977,1,3.807523444
ENSMUSG00000095532,Mup-ps13,"major urinary protein, pseudogene 13",1.94400753,1.30E-05,0.000150922,1,4.500930648
ENSMUSG00000081207,Gm13775,predicted gene 13775,2.189292224,0.005004985,0.022445529,1,5.386971298
ENSMUSG00000090090,Mup-ps16,"major urinary protein, pseudogene 16",1.593813873,0.006368472,0.027047464,1,3.404682807
ENSMUSG00000078672,Mup20,major urinary protein 20,1.701810892,4.51E-07,8.00E-06,1,11.99964088
ENSMUSG00000085404,Gm12909,predicted gene 12909,1.906651764,3.60E-06,4.98E-05,1,4.273740847
ENSMUSG00000066149,Cdc26,cell division cycle 26,1.526316672,3.30E-06,4.60E-05,1,5.993661466
ENSMUSG00000028394,Pole3,"polymerase (DNA directed), epsilon 3 (p17 subunit)",1.252396766,0.000968863,0.005824188,1,5.78636892
ENSMUSG00000028356,Ambp,alpha 1 microglobulin/bikunin precursor,1.416688476,3.99E-09,1.17E-07,1,12.43410504
ENSMUSG00000039196,Orm1,orosomucoid 1,2.558684743,6.86E-26,3.35E-23,1,10.87624073
ENSMUSG00000061540,Orm2,orosomucoid 2,1.657252139,0.000358538,0.002551569,1,5.141878322
ENSMUSG00000082998,Gm11221,predicted gene 11221,1.282590254,0.008297485,0.033347539,1,4.466685378
ENSMUSG00000046341,Gm11223,predicted gene 11223,1.899703161,0.006514372,0.02752295,1,2.664796935
ENSMUSG00000028398,Dmac1,distal membrane arm assembly complex 1,2.543427043,3.09E-17,4.30E-15,1,5.881158095
ENSMUSG00000048706,Lurap1l,leucine rich adaptor protein 1-like,1.331155543,6.14E-06,7.89E-05,1,8.297851964
ENSMUSG00000070934,Rraga,Ras-related GTP binding A,1.305574947,2.38E-07,4.54E-06,1,7.091108758
ENSMUSG00000078480,Mrpl48-ps,mitochondrial ribosomal protein L48 pseudogene,1.267571067,0.007099547,0.02950437,1,4.345051671
ENSMUSG00000084159,Gm12696,predicted gene 12696,2.33299926,1.40E-13,9.65E-12,1,5.662940332
ENSMUSG00000029656,C8b,"complement component 8, beta polypeptide",1.440501517,0.005704672,0.024829109,1,9.620263069
ENSMUSG00000025413,Ttc4,tetratricopeptide repeat domain 4,1.245438453,0.00013152,0.001106549,1,5.652455528
ENSMUSG00000028618,Tmem59,transmembrane protein 59,1.938641904,1.88E-15,1.82E-13,1,9.246772564
ENSMUSG00000063172,Hspb11,"heat shock protein family B (small), member 11",2.226452348,0.00113395,0.006625234,1,3.062403405
ENSMUSG00000028609,Magoh,"mago homolog, exon junction complex core component",2.14448566,1.04E-11,5.36E-10,1,5.551136606
ENSMUSG00000063800,Prpf38a,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,1.3111737,0.000965669,0.005807736,1,5.020453394
ENSMUSG00000028567,Txndc12,thioredoxin domain containing 12 (endoplasmic reticulum),1.159029237,0.000149959,0.001227515,1,6.275690458
ENSMUSG00000028716,Pdzk1ip1,PDZK1 interacting protein 1,1.84756983,0.005035903,0.022509168,1,3.606887336
ENSMUSG00000028715,Cyp4a14,"cytochrome P450, family 4, subfamily a, polypeptide 14",1.629980545,0.012166025,0.045097767,1,9.769949146
ENSMUSG00000028706,Nsun4,"NOL1/NOP2/Sun domain family, member 4",1.391556412,1.55E-05,0.000175026,1,5.63388291
ENSMUSG00000063882,Uqcrh,ubiquinol-cytochrome c reductase hinge protein,1.310966446,5.44E-07,9.47E-06,1,8.777478163
ENSMUSG00000055900,Tmem69,transmembrane protein 69,1.155407853,0.009670297,0.037534116,1,5.173633407
ENSMUSG00000028690,Mmachc,"methylmalonic aciduria cblC type, with homocystinuria",1.308872492,0.000141663,0.00117629,1,5.780488512
ENSMUSG00000028684,Urod,uroporphyrinogen decarboxylase,1.141810606,1.93E-06,2.86E-05,1,7.802757648
ENSMUSG00000006392,Med8,mediator complex subunit 8,1.431235092,3.25E-06,4.54E-05,1,6.290803577
ENSMUSG00000028637,Ccdc30,coiled-coil domain containing 30,1.809963698,0.002985822,0.014767432,1,3.6104504
ENSMUSG00000028636,Ppcs,phosphopantothenoylcysteine synthetase,1.599745778,1.16E-07,2.43E-06,1,5.764302334
ENSMUSG00000028633,Ctps,cytidine 5'-triphosphate synthase,2.045261935,0.004668183,0.021242741,1,2.612795795
ENSMUSG00000028655,Mfsd2a,major facilitator superfamily domain containing 2A,1.766173645,7.45E-11,3.22E-09,1,8.673233988
ENSMUSG00000028653,Trit1,tRNA isopentenyltransferase 1,1.504047007,1.33E-05,0.000153201,1,5.311004679
ENSMUSG00000070737,Tmem35b,transmembrane protein 35B,1.540983776,0.005139651,0.022887761,1,4.198721085
ENSMUSG00000028793,Rnf19b,ring finger protein 19B,1.112494934,1.71E-05,0.000189248,1,6.733333716
